id,annotator,position,question,table_file,answer_coordinates,answer_text
8,5,0,"Wie hoch war der Qualität-Score des Partnership for Carbon Accounting Financials (Scope 1+2) im Sektor Wasserversorgung, Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen?",tables/table9.csv,"[(4, 6)]",['4.3']
68,2,0,In welchem Land wurden im Jahr 2023 Klimaschutzprojekte für  Gesamtpaket für Haushalte durchgeführt?,tables/hypo68b.csv,"[(3, 1)]",['Ã\x84thiopien']
21,4,0,Wie viele unbefristete Angestellte gab es insgesamt,tables/table22.csv,"[(1, 3)]",['1675.42']
118,6,0,Wie viel Heizwärme in nicht-erneuerbarer Energie (kWh) wurde im Jahr 2021 von der Volksbank Steiermark AG verbraucht?,tables/volks59aTeil3.csv,"[(2, 5)]",['1218061']
120,6,0,Wie hoch waren die THG-Emissionen (Scope 1 + 2) im Bereich Project Finance im Jahr 2023?,tables/volks61teil3.csv,"[(7, 2)]",['5321']
78,1,0,Wie hoch war der Verbrauch von Druck- und Kopierpapier in Kilogramm pro Vollzeitäquivalent im Jahr 2023?,tables/volks60a.csv,"[(1, 2)]",['240']
54,3,0,Wie hoch war der Betrag des Sustainability Bonds in TEUR im Jahr 2023?,tables/hypo29.csv,"[(2, 1)]",['51.0']
98,5,0,Wie viele Lehrlinge gab es in Jahr 2022 in Bank nach den Mitarbeiterkennzahlen (nach Köpfen zum Berichtsstichtag)?,tables/hypo54teil3.csv,"[(3, 4)]",['7']
96,7,0,Wie hoch war der Betrag der Steuern vom Einkommen und Ertrag in TEUR im Jahr 2023 für die Bank nach UGB?,tables/hypo26teil2.csv,"[(4, 2)]",['-15.177']
119,8,0,Wie hoch waren die THG-Emissionen für Scope 1 udn 2 in Tonnen CO2e im Sektor Beherbergung und Gastronomie im Jahr 2023?,tables/volks61teil2.csv,"[(3, 2)]",['25176']
121,7,0,Wie viele weibliche Arbeiter gab es im Jahr 2023 in Vollzeitäquivalenten,tables/volks77teil2.csv,"[(0, 3)]",['1']
62,6,0,Wie hoch waren die THG-Emissionen in Tonnen CO2-Äquivalent für Kfz-Kraftstoffe im Jahr 2022 für die Bank?,tables/hypo65b.csv,"[(3, 4)]",['107']
9,5,0,Wie hoch waren die finanzierten THG-Emissionen Scope 1 und 2 im Jahr 2022 im Sektor Utility | Electricity?,tables/table10.csv,"[(4, 4)]",['41594']
39,4,0,Wie viele unbefristete Angestellte gab es insgesamt in Vollzeitäquivalenten (VZÄ)?,tables/table43.csv,"[(1, 3)]",['3424.09']
60,7,0,Wie hoch war die Aus- und Weiterbildung der Frauen im Jahr 2023 für den Konzern?,tables/hypo61.csv,"[(6, 1)]",['3.5']
3,5,0,Welche klimatischen Bedingungen wurden als akute Ursache für Waldbrände identifiziert?,tables/table4.csv,"[(4, 1)]",['VerÃ¤nderung der NiederschlagsintensitÃ¤t nach unten und/oder Temperatur nach oben']
9,6,0,Wie hoch waren die finanzierten THG-Emissionen (Scope 1+2) insgesamt?,tables/table10.csv,"[(6, 4)]",['2590171']
10,4,0,Wie hoch waren die finanzierten THG-Emissionen (Scope 1+2) im Sektor PKW?,tables/table11.csv,"[(2, 4)]",['18575']
94,6,0,Wie oft nehmen Kunden an Veranstaltungen teil?,tables/hypo23bteil2.csv,"[(3, 2)]",['regelmÃ¤Ã\x9fig']
118,7,0,Wie viel nicht erneuerbare Energie (in kWh) wurde 2023 für Heizwärme bei der Volksbank Tirol AG verbraucht?,tables/volks59aTeil3.csv,"[(3, 3)]",['703114']
8,6,0,Wie hoch waren die gesamten Emissionen (Scope 1+2) im Sektor Baugewerbe/Bau (NACE Rev 1)?,tables/table9.csv,"[(5, 4)]",['140993']
104,4,0,Wie hoch war der gekaufte Stromverbrauch in kWh im Jahr 2023 für den Konzern?,tables/hypo66teil2.csv,"[(0, 1)]",['2.869.417']
55,4,0,Wie hoch war der Gesamtbetrag in Tausend Euro (TEUR) im Jahr 2022?,tables/hypo30.csv,"[(4, 2)]",['311']
75,5,0,Wie hoch war der Energieverbrauch der Volksbank Salzburg eG im Jahr 2023?,tables/volks58.csv,"[(4, 1)]",['1.218.111']
12,2,0,Wie viel ungefährlicher Abfall wurde im Bereich Nahrungsmittel erzeugt?,tables/table13.csv,"[(2, 4)]",['12298.85']
81,6,0,Wie viele Mitarbeitende nach Vollzeitäquivalenten gab es im Jahr 2023?,tables/volks77.csv,"[(3, 3)]",['3108']
37,5,0,Wie hoch war der Gesamtwert (VZÄ) für diese Kategorie?,tables/table41.csv,"[(2, 1)]",['37.12']
36,3,0,Wie hoch war die Gesamtzahl an Vollzeitäquivalenten (VZÄ) für Männer und Frauen zusammen?,tables/table37.csv,"[(3, 3)]",['424.15']
120,7,0,"Wie hoch war der ausstehende Betrag in Millionen Euro für den Sektor Gesundheits- und Sozialwesen"" im Jahr 2023?""",tables/volks61teil3.csv,"[(1, 1)]",['161']
66,7,0,Wie oft finden Mitarbeitergespräche innerhalb der Gruppe statt?,tables/hypo23b.csv,"[(6, 2)]",['jÃ¤hrlich']
54,4,0,Wie hoch ist der Betrag für Social Bond im Jahr 2022 in Tausend Euro ?,tables/hypo29.csv,"[(1, 2)]",['18.5']
86,7,0,Wie viele durchschnittliche Ausbildungsstunden in gesamt haben alle männliche Mitarbeitende?,tables/volks81.csv,"[(2, 3)]",['51.98']
84,2,0,Wie hoch ist der Prozentsatz der weablieche Mitarbeitenden ohne Führungsverantwortung im Jahr 2023?,tables/volks79c.csv,"[(1, 3)]",['63']
88,1,0,Wie viele Kriseninterventions- und Sicherheitsschulungen wurden im Jahr 2023 für Frauen durchgeführt?,tables/volks84.csv,"[(0, 3)]",['450']
77,1,0,Wie hoch war der Gesamtenergieverbrauch des Volksbanken-Verbunds im Jahr 2023 in kWh?,tables/volks59b.csv,"[(0, 2)]",['23028614']
69,5,0,"Welche wesentlichen Themen werden unter den GRI-Aspekten 201 und 305 für den Belangen gemäß NaDiVeG Umweltbelange, Sozialbelange behandelt?",tables/volks24.csv,"[(2, 0)]",['Nachhaltige Finanzierung']
86,8,0,Wie viele durchschnittliche Ausbildungsstunden hatten Mitarbeitende ohne Führungsverantwortung intern oder extern im Jahr 2023?,tables/volks81.csv,"[(3, 5)]",['9.0']
110,2,0,Wie hoch waren die direkten Emissionen (Scope 1) der Volksbank Salzburg eG im Jahr 2023?,tables/volks57e.csv,"[(0, 1)]",['69.455']
70,3,0,Wie viele Depots mit Anteilen nachhaltiger Fonds von Union Investment gab es im Jahr 2021 im Volksbanken-Verbund?,tables/volks32.csv,"[(3, 4)]",['54.022']
81,7,0,Wie viele Mitarbeitende nach Vollzeitäquivalenten gab es im Jahr 2023?,tables/volks77.csv,"[(5, 3)]",['1464']
107,2,0,Wie hoch waren die indirekten Emissionen Scope 2  location based der Volksbank Kärnten eG im Jahr 2022?,tables/volks57b.csv,"[(2, 2)]",['306.059']
120,8,0,Wie hoch waren die Gesamtemissionen (Scope 1 + 2) in Tonnen CO2e für den Industriesektor im Jahr 2023?,tables/volks61teil3.csv,"[(8, 2)]",['1222316']
68,3,0,"In welchem Land wird das Klimaschutzprojekt Kommunales Wiederaufforsten"" durchgeführt?""",tables/hypo68b.csv,"[(0, 1)]",['Nicaragua']
76,7,0,Wie hoch war der Heizwärmeverbrauch der Volksbank Salzburg eG im Jahr 2022 in kWh?,tables/volks59a.csv,"[(4, 4)]",['1400408']
71,3,0,Wie hoch war die CO2-Intensität der Wertpapierfonds im Jahr 2023 in Euros?,tables/volks33.csv,"[(0, 2)]",['102.61']
57,4,0,Wie hoch war der Prozentsatz der Vorstandsmitglieder im Alter von 0-29 Jahren im Bankensektor im Jahr 2023?,tables/hypo57a(problematic).csv,"[(2, 2)]","['0,0 %']"
94,7,0,"Welche Gruppe trifft sich regelmäßig und hat Social Media-Kanäle, eine Webseite und einen Newsletter als Mitglieder?",tables/hypo23bteil2.csv,"[(6, 0)]",['Kunden']
91,6,0,"Wie hoch waren die Emissionen (t CO2e) im Sektor Grundstücks- und Wohnungswesen"" für Scope 1+2 zum 31. Dezember 2022?""",tables/table9teil2.csv,"[(4, 4)]",['175944']
82,2,0,Wie hoch war der Prozentsatz männlicher Aufsichtsräte im Jahr 2022?,tables/volks79a.csv,"[(2, 4)]",['75']
103,5,0,Wie hoch waren die THG-Emissionen in Tonnen CO2-Äquivalent für Verpflegung (GHGP 3.1) der Bank im Jahr 2021?,tables/hypo65bTeil3.csv,"[(3, 6)]",['26']
116,4,0,Wie hoch war der Energieverbrauch (kWh) der VOLKSBANK VORARLBERG e. Gen. im Jahr 2021?,tables/volks58teil2.csv,"[(1, 3)]",['1.006.450']
87,5,0,Wie hoch war die Beteiligungsquote der VB Infrastruktur und Immobilien GmbH im Jahr 2023?,tables/volks82.csv,"[(1, 2)]",['42%']
67,6,0,Wie viel Altpapier (kg) wurde im Bankensektor im Jahr 2023 verbraucht?,tables/hypo68a.csv,"[(5, 3)]",['72452']
109,2,0,Wie hoch waren die indirekten Emissionen location based in Scope 2 der Volksbank Oberösterreich AG im Jahr 2023?,tables/volks57d.csv,"[(2, 1)]",['208.013']
58,4,0,"Wie hoch war der Anteil der Gesamtbelegschaft im Konzern im Jahr 2022, diebis 29 Jahre alt waren?",tables/hypo57b.csv,"[(2, 3)]","['19,30 %']"
64,3,0,Wie haben sich die direkten THG-Emissionen in Scope 1 der Bank im Jahr 2023 im Vergleich zu den Vorjahren verändert?,tables/hypo65d.csv,"[(0, 2)]",['-60']
122,7,0,Wie Viele weibliche Mitarbeitende in Teilzeit gab es im Jahr 2023?,tables/volks77teil3.csv,"[(0, 3)]",['1248']
124,5,0,Wieviele männliche Betriebsräte hatte die Volksbank Salzburg eG im Jahr 2023?,tables/volks87teil2.csv,"[(0, 4)]",['3']
13,2,0,Wie viele männliche Mitarbeitende im Durchschnitt gibt es im Immobiliensektor?,tables/table14.csv,"[(2, 3)]",['227.26']
53,4,0,Welchen Anteil am Umsatz hatte Österreich im Jahr 2022?,tables/hypo27.csv,"[(0, 2)]",['90.76%']
101,4,0,Welchen Prozentsatz der Angestellten ohne Führungspositionen im Bankensektor im Jahr 2022 sind 50 Jahre oder älter?,tables/hypo57a(problematic)teil4.csv,"[(4, 4)]","['24,6 %']"
4,4,0,Wie viel Energie (MWh) wurde im Jahr 2023 im Touristiksektor aus nicht erneuerbaren Quellen verbraucht?,tables/table5.csv,"[(1, 5)]",['101']
